ticket_id,customer_id,issue_type,issue_description
T4679,CO747,Data Sync Issue,Data is not syncing between devices
T4680,CO933,Billing Issue,Incorrect invoice generated for the last transaction
T4681,CO530,API Issue,API call is failing multiple times and I could not fetch the data
T4682,CO873,Security Issue,Received multiple invalid authentication code attempts
T4683,CO702,Feature Request,Would like to have a dark mode option
T4684,CO562,API Issue,API call is failing multiple times and I could not fetch the data
T4685,CO629,Data Sync Issue,Data is not syncing between devices
T4686,CO606,Network Issue,Network connectivity keeps dropping during usage
T4687,CO677,Security Issue,Received multiple invalid authentication code attempts
T4688,CO848,Login Issue,Multiple failures I am facing while trying to login
T4689,CO600,Security Issue,Received multiple invalid authentication code attempts
T4690,CO704,Payment Issue,Payment did not go through despite several tries
T4691,CO641,UI Issue,The user interface is not loading correctly
T4692,CO913,Feature Request,Would like to have a dark mode option
T4693,CO558,Account Issue,Unable to update account information
T4694,CO647,Payment Issue,Payment did not go through despite several tries
T4695,CO845,Billing Issue,Incorrect invoice generated for the last transaction
T4696,CO747,Payment Issue,Payment did not go through despite several tries
T4697,CO887,Data Sync Issue,Data is not syncing between devices
T4698,CO986,Data Sync Issue,Data is not syncing between devices
T4699,CO929,UI Issue,The user interface is not loading correctly
T4700,CO568,Payment Issue,Payment did not go through despite several tries
T4701,CO982,Data Sync Issue,Data is not syncing between devices
T4702,CO593,API Issue,API call is failing multiple times and I could not fetch the data
T4703,CO729,Data Sync Issue,Data is not syncing between devices
T4704,CO650,UI Issue,The user interface is not loading correctly
T4705,CO575,UI Issue,The user interface is not loading correctly
T4706,CO688,Billing Issue,Incorrect invoice generated for the last transaction
T4707,CO655,Login Issue,Multiple failures I am facing while trying to login
T4708,CO594,Billing Issue,Incorrect invoice generated for the last transaction
T4709,CO901,Data Sync Issue,Data is not syncing between devices
T4710,CO921,Network Issue,Network connectivity keeps dropping during usage
T4711,CO841,Network Issue,Network connectivity keeps dropping during usage
T4712,CO527,Network Issue,Network connectivity keeps dropping during usage
T4713,CO742,Feature Request,Would like to have a dark mode option
T4714,CO888,Security Issue,Received multiple invalid authentication code attempts
T4715,CO655,Feature Request,Would like to have a dark mode option
T4716,CO887,Security Issue,Received multiple invalid authentication code attempts
T4717,CO585,UI Issue,The user interface is not loading correctly
T4718,CO710,Payment Issue,Payment did not go through despite several tries
T4719,CO958,Login Issue,Multiple failures I am facing while trying to login
T4720,CO806,Data Sync Issue,Data is not syncing between devices
T4721,CO825,Payment Issue,Payment did not go through despite several tries
T4722,CO971,API Issue,API call is failing multiple times and I could not fetch the data
T4723,CO809,Feature Request,Would like to have a dark mode option
T4724,CO962,API Issue,API call is failing multiple times and I could not fetch the data
T4725,CO614,Network Issue,Network connectivity keeps dropping during usage
T4726,CO935,Login Issue,Multiple failures I am facing while trying to login
T4727,CO977,Account Issue,Unable to update account information
T4728,CO653,Network Issue,Network connectivity keeps dropping during usage
T4729,CO756,Data Sync Issue,Data is not syncing between devices
T4730,CO549,Data Sync Issue,Data is not syncing between devices
T4731,CO967,Network Issue,Network connectivity keeps dropping during usage
T4732,CO532,Feature Request,Would like to have a dark mode option
T4733,CO579,Feature Request,Would like to have a dark mode option
T4734,CO817,Login Issue,Multiple failures I am facing while trying to login
T4735,CO849,Payment Issue,Payment did not go through despite several tries
T4736,CO835,Security Issue,Received multiple invalid authentication code attempts
T4737,CO627,Login Issue,Multiple failures I am facing while trying to login
T4738,CO747,Data Sync Issue,Data is not syncing between devices
T4739,CO872,Payment Issue,Payment did not go through despite several tries
T4740,CO666,Data Sync Issue,Data is not syncing between devices
T4741,CO782,Login Issue,Multiple failures I am facing while trying to login
T4742,CO719,Billing Issue,Incorrect invoice generated for the last transaction
T4743,CO573,Billing Issue,Incorrect invoice generated for the last transaction
T4744,CO778,Security Issue,Received multiple invalid authentication code attempts
T4745,CO885,Payment Issue,Payment did not go through despite several tries
T4746,CO534,Security Issue,Received multiple invalid authentication code attempts
T4747,CO717,Data Sync Issue,Data is not syncing between devices
T4748,CO715,Payment Issue,Payment did not go through despite several tries
T4749,CO836,Billing Issue,Incorrect invoice generated for the last transaction
T4750,CO863,Data Sync Issue,Data is not syncing between devices
T4751,CO870,Data Sync Issue,Data is not syncing between devices
T4752,CO711,Account Issue,Unable to update account information
T4753,CO754,Login Issue,Multiple failures I am facing while trying to login
T4754,CO795,API Issue,API call is failing multiple times and I could not fetch the data
T4755,CO965,Account Issue,Unable to update account information
T4756,CO763,Network Issue,Network connectivity keeps dropping during usage
T4757,CO644,Login Issue,Multiple failures I am facing while trying to login
T4758,CO982,UI Issue,The user interface is not loading correctly
T4759,CO894,Account Issue,Unable to update account information
T4760,CO615,Security Issue,Received multiple invalid authentication code attempts
T4761,CO715,Billing Issue,Incorrect invoice generated for the last transaction
T4762,CO670,Billing Issue,Incorrect invoice generated for the last transaction
T4763,CO709,Login Issue,Multiple failures I am facing while trying to login
T4764,CO984,Security Issue,Received multiple invalid authentication code attempts
T4765,CO969,Payment Issue,Payment did not go through despite several tries
T4766,CO872,UI Issue,The user interface is not loading correctly
T4767,CO860,Feature Request,Would like to have a dark mode option
T4768,CO764,Payment Issue,Payment did not go through despite several tries
T4769,CO878,Payment Issue,Payment did not go through despite several tries
T4770,CO632,UI Issue,The user interface is not loading correctly
T4771,CO925,Security Issue,Received multiple invalid authentication code attempts
T4772,CO562,Billing Issue,Incorrect invoice generated for the last transaction
T4773,CO804,Data Sync Issue,Data is not syncing between devices
T4774,CO653,Login Issue,Multiple failures I am facing while trying to login
T4775,CO708,Feature Request,Would like to have a dark mode option
T4776,CO800,Security Issue,Received multiple invalid authentication code attempts
T4777,CO909,Account Issue,Unable to update account information
T4778,CO727,Feature Request,Would like to have a dark mode option
T4779,CO721,API Issue,API call is failing multiple times and I could not fetch the data
T4780,CO632,Feature Request,Would like to have a dark mode option
T4781,CO525,Payment Issue,Payment did not go through despite several tries
T4782,CO587,Payment Issue,Payment did not go through despite several tries
T4783,CO754,Network Issue,Network connectivity keeps dropping during usage
T4784,CO618,Network Issue,Network connectivity keeps dropping during usage
T4785,CO532,Account Issue,Unable to update account information
T4786,CO732,Login Issue,Multiple failures I am facing while trying to login
T4787,CO544,Payment Issue,Payment did not go through despite several tries
T4788,CO809,Account Issue,Unable to update account information
T4789,CO894,Data Sync Issue,Data is not syncing between devices
T4790,CO874,Login Issue,Multiple failures I am facing while trying to login
T4791,CO993,Data Sync Issue,Data is not syncing between devices
T4792,CO875,Payment Issue,Payment did not go through despite several tries
T4793,CO559,Feature Request,Would like to have a dark mode option
T4794,CO675,Payment Issue,Payment did not go through despite several tries
T4795,CO863,Data Sync Issue,Data is not syncing between devices
T4796,CO686,Payment Issue,Payment did not go through despite several tries
T4797,CO676,Billing Issue,Incorrect invoice generated for the last transaction
T4798,CO559,Data Sync Issue,Data is not syncing between devices
T4799,CO583,Data Sync Issue,Data is not syncing between devices
T4800,CO553,Network Issue,Network connectivity keeps dropping during usage
